,value,group
6527,2.17,Cereal Grains and Pasta
6528,1.33,Cereal Grains and Pasta
6529,1.05,Cereal Grains and Pasta
6530,1.67,Cereal Grains and Pasta
6531,0.12,Cereal Grains and Pasta
6532,3.45,Cereal Grains and Pasta
6533,2.66,Cereal Grains and Pasta
6534,2.78,Cereal Grains and Pasta
6535,2.65,Cereal Grains and Pasta
6536,2.63,Cereal Grains and Pasta
6537,3.33,Cereal Grains and Pasta
6538,3.46,Cereal Grains and Pasta
6539,4.16,Cereal Grains and Pasta
6540,7.27,Cereal Grains and Pasta
6541,12.29,Cereal Grains and Pasta
6542,2.6,Cereal Grains and Pasta
6543,0.7,Cereal Grains and Pasta
6544,0.62,Cereal Grains and Pasta
6545,0.85,Cereal Grains and Pasta
6546,0.62,Cereal Grains and Pasta
6547,0.64,Cereal Grains and Pasta
6548,1.65,Cereal Grains and Pasta
6549,5.96,Cereal Grains and Pasta
6550,1.34,Cereal Grains and Pasta
6551,2.45,Cereal Grains and Pasta
6552,1.79,Cereal Grains and Pasta
6553,0.63,Cereal Grains and Pasta
6554,1.22,Cereal Grains and Pasta
6555,0.56,Cereal Grains and Pasta
6556,1.4,Cereal Grains and Pasta
6557,0.63,Cereal Grains and Pasta
6558,0.44,Cereal Grains and Pasta
6559,0.37,Cereal Grains and Pasta
6560,0.76,Cereal Grains and Pasta
6561,0.44,Cereal Grains and Pasta
6562,1.92,Cereal Grains and Pasta
6563,0.65,Cereal Grains and Pasta
6564,1.83,Cereal Grains and Pasta
6565,0.63,Cereal Grains and Pasta
6566,1.4,Cereal Grains and Pasta
6567,1.71,Cereal Grains and Pasta
6568,0.12,Cereal Grains and Pasta
6569,0.45,Cereal Grains and Pasta
6570,0.22,Cereal Grains and Pasta
6571,0.63,Cereal Grains and Pasta
6572,1.41,Cereal Grains and Pasta
6573,0.51,Cereal Grains and Pasta
6574,2.97,Cereal Grains and Pasta
6575,1.34,Cereal Grains and Pasta
6576,2.76,Cereal Grains and Pasta
6577,1.08,Cereal Grains and Pasta
6578,0.85,Cereal Grains and Pasta
6579,2.0,Cereal Grains and Pasta
6580,2.06,Cereal Grains and Pasta
6581,3.2,Cereal Grains and Pasta
6582,0.74,Cereal Grains and Pasta
6583,0.25,Cereal Grains and Pasta
6584,2.4,Cereal Grains and Pasta
6585,1.12,Cereal Grains and Pasta
6586,1.09,Cereal Grains and Pasta
6587,3.68,Cereal Grains and Pasta
6588,1.84,Cereal Grains and Pasta
6589,3.28,Cereal Grains and Pasta
6590,1.25,Cereal Grains and Pasta
6591,3.63,Cereal Grains and Pasta
6592,1.11,Cereal Grains and Pasta
6593,0.65,Cereal Grains and Pasta
6594,2.21,Cereal Grains and Pasta
6595,2.24,Cereal Grains and Pasta
6596,1.73,Cereal Grains and Pasta
6597,1.8,Cereal Grains and Pasta
6598,1.82,Cereal Grains and Pasta
6599,0.51,Cereal Grains and Pasta
6600,0.66,Cereal Grains and Pasta
6601,2.0,Cereal Grains and Pasta
6602,1.39,Cereal Grains and Pasta
6603,1.0,Cereal Grains and Pasta
6604,1.05,Cereal Grains and Pasta
6605,0.49,Cereal Grains and Pasta
6606,0.7,Cereal Grains and Pasta
6607,1.92,Cereal Grains and Pasta
6608,0.65,Cereal Grains and Pasta
6609,1.41,Cereal Grains and Pasta
6610,0.51,Cereal Grains and Pasta
6611,0.66,Cereal Grains and Pasta
6612,1.09,Cereal Grains and Pasta
6613,0.49,Cereal Grains and Pasta
6614,1.02,Cereal Grains and Pasta
6615,0.37,Cereal Grains and Pasta
6616,1.16,Cereal Grains and Pasta
6617,0.42,Cereal Grains and Pasta
6618,1.1,Cereal Grains and Pasta
6619,0.4,Cereal Grains and Pasta
6620,1.05,Cereal Grains and Pasta
6621,0.7,Cereal Grains and Pasta
6622,0.65,Cereal Grains and Pasta
6623,0.51,Cereal Grains and Pasta
6624,0.66,Cereal Grains and Pasta
6625,0.5,Cereal Grains and Pasta
6626,0.49,Cereal Grains and Pasta
6627,0.7,Cereal Grains and Pasta
6628,1.79,Cereal Grains and Pasta
6629,0.94,Cereal Grains and Pasta
6630,0.94,Cereal Grains and Pasta
6631,1.02,Cereal Grains and Pasta
6632,1.02,Cereal Grains and Pasta
6633,1.02,Cereal Grains and Pasta
6634,0.84,Cereal Grains and Pasta
6635,0.84,Cereal Grains and Pasta
6636,0.84,Cereal Grains and Pasta
6637,1.6,Cereal Grains and Pasta
6638,1.6,Cereal Grains and Pasta
6639,1.16,Cereal Grains and Pasta
6640,1.16,Cereal Grains and Pasta
6641,2.63,Cereal Grains and Pasta
6642,1.63,Cereal Grains and Pasta
6643,2.96,Cereal Grains and Pasta
6644,0.47,Cereal Grains and Pasta
6645,0.77,Cereal Grains and Pasta
6646,1.02,Cereal Grains and Pasta
6647,2.2,Cereal Grains and Pasta
6648,0.83,Cereal Grains and Pasta
6649,0.7,Cereal Grains and Pasta
6650,1.08,Cereal Grains and Pasta
6651,0.27,Cereal Grains and Pasta
6652,0.73,Fast Foods
6653,1.09,Fast Foods
6654,1.16,Fast Foods
6655,0.9,Fast Foods
6656,1.89,Fast Foods
6657,1.09,Fast Foods
6658,1.46,Fast Foods
6659,0.71,Fast Foods
6660,0.49,Fast Foods
6661,1.38,Fast Foods
6662,1.47,Fast Foods
6663,1.43,Fast Foods
6664,1.14,Fast Foods
6665,1.66,Fast Foods
6666,1.19,Fast Foods
6667,1.29,Fast Foods
6668,1.0,Fast Foods
6669,0.44,Fast Foods
6670,0.51,Fast Foods
6671,0.36,Fast Foods
6672,0.5,Fast Foods
6673,0.53,Fast Foods
6674,0.6,Fast Foods
6675,0.43,Fast Foods
6676,0.58,Fast Foods
6677,0.7,Fast Foods
6678,0.86,Fast Foods
6679,1.99,Fast Foods
6680,0.88,Fast Foods
6681,0.86,Fast Foods
6682,1.05,Fast Foods
6683,1.75,Fast Foods
6684,1.36,Fast Foods
6685,2.49,Fast Foods
6686,2.21,Fast Foods
6687,2.18,Fast Foods
6688,2.75,Fast Foods
6689,2.1,Fast Foods
6690,2.77,Fast Foods
6691,1.81,Fast Foods
6692,2.79,Fast Foods
6693,2.67,Fast Foods
6694,2.17,Fast Foods
6695,2.61,Fast Foods
6696,2.59,Fast Foods
6697,3.02,Fast Foods
6698,0.61,Fast Foods
6699,0.49,Fast Foods
6700,0.58,Fast Foods
6701,2.52,Fast Foods
6702,2.03,Fast Foods
6703,1.87,Fast Foods
6704,2.87,Fast Foods
6705,2.7,Fast Foods
6706,3.0,Fast Foods
6707,2.24,Fast Foods
6708,2.51,Fast Foods
6709,4.15,Fast Foods
6710,2.02,Fast Foods
6711,0.68,Fast Foods
6712,0.75,Fast Foods
6713,2.27,Fast Foods
6714,1.05,Fast Foods
6715,1.5,Fast Foods
6716,0.67,Fast Foods
6717,0.14,Fast Foods
6718,0.73,Fast Foods
6719,0.51,Fast Foods
6720,0.5,Fast Foods
6721,0.22,Fast Foods
6722,0.2,Fast Foods
6723,0.67,Fast Foods
6724,0.5,Fast Foods
6725,0.72,Fast Foods
6726,0.45,Fast Foods
6727,1.74,Fast Foods
6728,1.83,Fast Foods
6729,1.87,Fast Foods
6730,2.38,Fast Foods
6731,1.94,Fast Foods
6732,0.64,Fast Foods
6733,0.64,Fast Foods
6734,1.18,Fast Foods
6735,1.18,Fast Foods
6736,0.66,Fast Foods
6737,0.66,Fast Foods
6738,0.88,Fast Foods
6739,1.19,Fast Foods
6740,1.19,Fast Foods
6741,1.98,Fast Foods
6742,1.98,Fast Foods
6743,0.96,Fast Foods
6744,0.96,Fast Foods
6745,3.04,Fast Foods
6746,0.66,Fast Foods
6747,0.88,Fast Foods
6748,1.5,Fast Foods
6749,0.66,Fast Foods
6750,1.05,Fast Foods
6751,0.67,Fast Foods
6752,1.32,Fast Foods
6753,1.32,Fast Foods
6754,1.71,Fast Foods
6755,1.87,Fast Foods
6756,1.95,Fast Foods
6757,0.59,Fast Foods
6758,0.62,Fast Foods
6759,0.58,Fast Foods
6760,1.91,Fast Foods
6761,2.69,Fast Foods
6762,2.63,Fast Foods
6763,1.91,Fast Foods
6764,0.51,Fast Foods
6765,2.47,Fast Foods
6766,2.58,Fast Foods
6767,2.1,Fast Foods
6768,2.18,Fast Foods
6769,3.05,Fast Foods
6770,0.61,Fast Foods
6771,0.57,Fast Foods
6772,0.61,Fast Foods
6773,0.54,Fast Foods
6774,0.44,Fast Foods
6775,0.44,Fast Foods
6776,2.38,Fast Foods
6777,2.4,Fast Foods
6778,2.83,Fast Foods
6779,1.6,Fast Foods
6780,3.0,Fast Foods
6781,3.5,Fast Foods
6782,0.7,Fast Foods
6783,0.49,Fast Foods
6784,0.62,Fast Foods
6785,1.75,Fast Foods
6786,1.37,Fast Foods
6787,0.76,Fast Foods
6788,2.15,Fast Foods
6789,0.86,Fast Foods
6790,0.88,Fast Foods
6791,0.65,Fast Foods
6792,1.38,Fast Foods
6793,0.86,Fast Foods
6794,1.05,Fast Foods
6795,1.17,Fast Foods
6796,1.65,Fast Foods
6797,1.63,Fast Foods
6798,1.87,Fast Foods
6799,1.68,Fast Foods
6800,1.54,Fast Foods
6801,1.45,Fast Foods
6802,1.24,Fast Foods
6803,1.22,Fast Foods
6804,1.54,Fast Foods
6805,1.31,Fast Foods
6806,1.33,Fast Foods
6807,1.27,Fast Foods
6808,1.24,Fast Foods
6809,1.34,Fast Foods
6810,0.98,Fast Foods
6811,1.25,Fast Foods
6812,1.61,Fast Foods
6813,1.66,Fast Foods
6814,1.55,Fast Foods
6815,1.52,Fast Foods
6816,1.57,Fast Foods
6817,2.12,Fast Foods
6818,1.44,Fast Foods
6819,1.31,Fast Foods
6820,1.64,Fast Foods
6821,1.49,Fast Foods
6822,1.36,Fast Foods
6823,1.15,Fast Foods
6824,1.34,Fast Foods
6825,1.27,Fast Foods
6826,1.59,Fast Foods
6827,1.4,Fast Foods
6828,1.35,Fast Foods
6829,1.24,Fast Foods
6830,1.03,Fast Foods
6831,0.76,Fast Foods
6832,1.37,Fast Foods
6833,0.59,Fast Foods
6834,0.17,Fast Foods
6835,0.13,Fast Foods
6836,0.36,Fast Foods
6837,0.06,Fast Foods
6838,0.08,Fast Foods
6839,0.26,Fast Foods
6840,0.34,Fast Foods
6841,0.42,Fast Foods
6842,0.23,Fast Foods
6844,0.76,Fast Foods
6845,1.03,Fast Foods
6846,0.5,Fast Foods
6847,0.39,Fast Foods
6848,0.45,Fast Foods
6849,0.56,Fast Foods
6850,2.78,Fast Foods
6851,0.54,Fast Foods
6852,0.5,Fast Foods
6853,1.09,Fast Foods
6854,0.97,Fast Foods
6855,0.28,Fast Foods
6856,2.58,Fast Foods
6857,3.33,Fast Foods
6858,0.3,Fast Foods
6859,0.34,Fast Foods
6860,0.03,Fast Foods
6861,0.06,Fast Foods
6862,2.07,Fast Foods
6863,0.63,Fast Foods
6864,0.75,Fast Foods
6865,1.29,Fast Foods
6866,1.28,Fast Foods
6867,1.22,Fast Foods
6868,0.9,Fast Foods
6869,0.86,Fast Foods
6870,1.04,Fast Foods
6871,0.69,Fast Foods
6872,0.5,Fast Foods
6873,0.29,Fast Foods
6878,0.36,Fast Foods
6879,0.3,Fast Foods
6880,0.54,Fast Foods
6881,1.14,Fast Foods
6882,1.43,Fast Foods
6883,1.04,Fast Foods
6884,0.51,Fast Foods
6885,0.37,Fast Foods
6886,0.54,Fast Foods
6887,3.0,Fast Foods
6888,2.46,Fast Foods
6889,2.38,Fast Foods
6890,2.77,Fast Foods
6891,3.33,Fast Foods
6892,2.26,Fast Foods
6893,2.83,Fast Foods
6894,3.27,Fast Foods
6895,2.16,Fast Foods
6896,0.71,Fast Foods
6897,0.69,Fast Foods
6898,0.66,Fast Foods
6903,1.05,Fast Foods
6904,2.21,Fast Foods
6905,0.54,Fast Foods
6906,0.5,Fast Foods
6907,0.49,Fast Foods
6908,0.12,Fast Foods
6909,0.59,Fast Foods
6910,0.6,Fast Foods
6911,0.5,Fast Foods
6912,0.15,Fast Foods
6913,0.68,Fast Foods
6914,0.98,Fast Foods
6915,0.87,Fast Foods
6916,0.97,Fast Foods
6917,2.5,Fast Foods
6918,1.91,Fast Foods
6919,1.82,Fast Foods
6920,0.61,Fast Foods
6921,0.89,Fast Foods
6922,2.51,Fast Foods
6923,1.9,Fast Foods
6924,1.75,Fast Foods
6925,0.81,Fast Foods
6926,1.96,Fast Foods
6927,1.44,Fast Foods
6928,1.36,Fast Foods
6929,0.78,Fast Foods
6930,1.84,Fast Foods
6931,1.31,Fast Foods
6932,1.24,Fast Foods
6933,0.97,Fast Foods
6934,2.59,Fast Foods
6935,0.67,Fast Foods
6936,2.01,Fast Foods
6937,2.02,Fast Foods
6938,0.76,Fast Foods
6939,1.76,Fast Foods
6940,1.34,Fast Foods
6941,1.25,Fast Foods
6942,1.34,Fast Foods
6943,1.17,Fast Foods
6944,0.89,Fast Foods
6945,0.97,Fast Foods
6946,2.5,Fast Foods
6947,1.94,Fast Foods
6948,1.9,Fast Foods
6949,0.81,Fast Foods
6950,0.92,Fast Foods
6951,1.83,Fast Foods
6952,1.45,Fast Foods
6953,1.33,Fast Foods
6954,1.67,Fast Foods
6955,1.56,Fast Foods
6956,1.8,Fast Foods
6957,1.63,Fast Foods
6958,1.45,Fast Foods
6959,1.64,Fast Foods
6960,1.3,Fast Foods
6961,1.4,Fast Foods
6962,1.26,Fast Foods
6963,1.51,Fast Foods
6964,1.32,Fast Foods
6965,1.64,Fast Foods
6966,1.37,Fast Foods
6967,0.76,Fast Foods
6968,1.42,Fast Foods
6969,0.75,Fast Foods
6970,1.63,Fast Foods
6971,1.65,Fast Foods
6972,1.48,Fast Foods
6973,1.24,Fast Foods
6974,1.27,Fast Foods
6975,1.54,Fast Foods
6976,1.4,Fast Foods
6977,1.25,Fast Foods
6979,0.7,Fast Foods
6980,0.7,Fast Foods
6981,1.3,Fast Foods
6982,1.49,Fast Foods
6983,2.92,Fast Foods
6984,3.37,Fast Foods
6985,0.59,Fast Foods
6986,0.51,Fast Foods
6987,2.26,Fast Foods
6988,1.49,Fast Foods
6989,1.49,Fast Foods
6990,0.5,Fast Foods
6991,0.5,Fast Foods
6992,0.4,Fast Foods
6993,0.4,Fast Foods
6994,0.72,Fast Foods
6995,0.77,Fast Foods
6996,1.09,Fast Foods
6997,1.02,Fast Foods
6998,0.09,Fast Foods
6999,0.49,Fast Foods
7000,0.72,Fast Foods
7001,0.77,Fast Foods
7002,1.02,Fast Foods
7003,0.61,Fast Foods
7004,2.27,Fast Foods
7005,1.97,Fast Foods
7006,1.83,Fast Foods
7007,2.51,Fast Foods
7008,1.93,Fast Foods
7009,2.53,Fast Foods
7010,1.6,Fast Foods
7011,1.12,Fast Foods
7012,0.71,Fast Foods
7013,1.0,Legumes and Legume Products
7014,1.0,Legumes and Legume Products
7015,0.7,Legumes and Legume Products
7016,0.8,Legumes and Legume Products
7017,1.4,Legumes and Legume Products
7018,0.6,Legumes and Legume Products
7019,2.3,Legumes and Legume Products
7020,0.45,"Meals, Entrees, and Side Dishes"
7021,0.51,"Meals, Entrees, and Side Dishes"
7022,1.08,"Meals, Entrees, and Side Dishes"
7023,0.52,"Meals, Entrees, and Side Dishes"
7025,1.1,"Meals, Entrees, and Side Dishes"
7026,0.95,"Meals, Entrees, and Side Dishes"
7027,0.95,"Meals, Entrees, and Side Dishes"
7028,0.36,"Meals, Entrees, and Side Dishes"
7029,0.39,"Meals, Entrees, and Side Dishes"
7030,1.02,"Meals, Entrees, and Side Dishes"
7031,1.36,Fast Foods
7032,1.52,Fast Foods
7033,0.89,"Meals, Entrees, and Side Dishes"
7034,1.0,"Meals, Entrees, and Side Dishes"
7035,0.42,"Meals, Entrees, and Side Dishes"
7036,1.4,"Meals, Entrees, and Side Dishes"
7037,0.91,"Meals, Entrees, and Side Dishes"
7038,1.12,"Meals, Entrees, and Side Dishes"
7039,0.51,"Meals, Entrees, and Side Dishes"
7040,0.38,"Meals, Entrees, and Side Dishes"
7041,0.86,"Meals, Entrees, and Side Dishes"
7042,0.79,"Meals, Entrees, and Side Dishes"
7043,0.99,"Meals, Entrees, and Side Dishes"
7044,0.71,"Meals, Entrees, and Side Dishes"
7045,0.55,"Meals, Entrees, and Side Dishes"
7046,1.24,"Meals, Entrees, and Side Dishes"
7049,0.12,"Meals, Entrees, and Side Dishes"
7050,0.12,"Meals, Entrees, and Side Dishes"
7052,0.0,"Meals, Entrees, and Side Dishes"
7054,0.6,"Meals, Entrees, and Side Dishes"
7055,0.48,"Meals, Entrees, and Side Dishes"
7056,0.12,"Meals, Entrees, and Side Dishes"
7067,0.9,"Meals, Entrees, and Side Dishes"
7068,0.52,"Meals, Entrees, and Side Dishes"
7069,0.45,"Meals, Entrees, and Side Dishes"
7070,0.87,"Meals, Entrees, and Side Dishes"
7071,0.48,"Meals, Entrees, and Side Dishes"
7072,0.38,"Meals, Entrees, and Side Dishes"
7073,1.23,"Meals, Entrees, and Side Dishes"
7074,0.47,"Meals, Entrees, and Side Dishes"
7075,0.99,"Meals, Entrees, and Side Dishes"
7076,1.21,"Meals, Entrees, and Side Dishes"
7077,0.98,"Meals, Entrees, and Side Dishes"
7078,0.42,"Meals, Entrees, and Side Dishes"
7079,0.0,"Meals, Entrees, and Side Dishes"
7080,0.95,"Meals, Entrees, and Side Dishes"
7081,0.8,"Meals, Entrees, and Side Dishes"
7082,0.33,"Meals, Entrees, and Side Dishes"
7083,1.85,"Meals, Entrees, and Side Dishes"
7084,0.85,"Meals, Entrees, and Side Dishes"
7085,0.69,"Meals, Entrees, and Side Dishes"
7086,0.75,"Meals, Entrees, and Side Dishes"
7087,0.43,"Meals, Entrees, and Side Dishes"
7088,0.87,"Meals, Entrees, and Side Dishes"
7089,0.61,"Meals, Entrees, and Side Dishes"
7090,6.0,"Meals, Entrees, and Side Dishes"
7091,0.2,"Meals, Entrees, and Side Dishes"
7092,0.2,"Meals, Entrees, and Side Dishes"
7093,0.1,"Meals, Entrees, and Side Dishes"
7095,0.81,"Meals, Entrees, and Side Dishes"
7097,0.5,"Meals, Entrees, and Side Dishes"
7100,0.2,"Meals, Entrees, and Side Dishes"
7101,0.1,"Meals, Entrees, and Side Dishes"
7102,0.4,"Meals, Entrees, and Side Dishes"
7103,0.7,"Meals, Entrees, and Side Dishes"
7104,0.6,"Meals, Entrees, and Side Dishes"
7105,0.2,"Meals, Entrees, and Side Dishes"
7106,0.7,"Meals, Entrees, and Side Dishes"
7107,1.1,"Meals, Entrees, and Side Dishes"
7109,1.36,"Meals, Entrees, and Side Dishes"
7110,0.46,"Meals, Entrees, and Side Dishes"
7111,6.78,Beef Products
7112,3.15,Beef Products
7113,4.13,Beef Products
7114,3.09,Beef Products
7115,4.26,Beef Products
7116,3.32,Beef Products
7117,3.96,Beef Products
7118,3.43,Beef Products
7119,3.86,Beef Products
7120,4.97,Beef Products
7121,6.84,Beef Products
7122,5.74,Beef Products
7123,8.06,Beef Products
7124,3.98,Beef Products
7125,5.26,Beef Products
7126,4.38,Beef Products
7127,5.24,Beef Products
7128,6.85,Beef Products
7129,5.99,Beef Products
7130,7.58,Beef Products
7131,6.58,Beef Products
7132,8.77,Beef Products
7133,7.47,Beef Products
7134,9.61,Beef Products
7135,5.15,Beef Products
7136,6.56,Beef Products
7137,5.65,Beef Products
7138,7.41,Beef Products
7139,3.76,Beef Products
7140,4.81,Beef Products
7141,4.31,Beef Products
7142,5.68,Beef Products
7143,3.72,Beef Products
7144,5.24,Beef Products
7145,5.23,Beef Products
7146,7.25,Beef Products
7147,5.49,Beef Products
7148,7.09,Beef Products
7149,6.88,Beef Products
7150,9.05,Beef Products
7151,5.32,Beef Products
7152,6.84,Beef Products
7153,3.94,Beef Products
7154,5.1,Beef Products
7155,5.19,Beef Products
7156,8.25,Beef Products
7157,8.14,Beef Products
7158,8.15,Beef Products
7159,10.98,Beef Products
7160,10.94,Beef Products
7161,10.91,Beef Products
7162,7.86,Beef Products
7163,6.53,Beef Products
7164,7.44,Beef Products
7165,10.5,Beef Products
7166,10.6,Beef Products
7167,10.54,Beef Products
7168,8.41,Beef Products
7169,8.54,Beef Products
7170,8.39,Beef Products
7171,9.39,Beef Products
7172,9.53,Beef Products
7173,9.44,Beef Products
7174,11.01,Beef Products
7175,10.76,Beef Products
7176,10.93,Beef Products
7177,8.06,Beef Products
7178,7.93,Beef Products
7179,8.0,Beef Products
7180,8.32,Beef Products
7181,8.47,Beef Products
7182,8.27,Beef Products
7183,5.43,Beef Products
7184,5.51,Beef Products
7185,5.41,Beef Products
7186,11.39,Beef Products
7187,11.37,Beef Products
7188,11.38,Beef Products
7189,9.14,Beef Products
7190,7.0,Beef Products
7191,6.11,Beef Products
7192,6.99,Beef Products
7193,6.99,Beef Products
7194,6.98,Beef Products
7195,9.85,Beef Products
7196,9.66,Beef Products
7197,10.19,Beef Products
7198,7.4,Beef Products
7199,7.32,Beef Products
7200,7.51,Beef Products
7201,6.72,Beef Products
7202,6.88,Beef Products
7203,8.48,Beef Products
7204,8.74,Beef Products
7205,8.24,Beef Products
7206,9.55,Beef Products
7207,9.52,Beef Products
7208,9.59,Beef Products
7209,10.44,Beef Products
7210,10.46,Beef Products
7211,10.31,Beef Products
7212,7.93,Beef Products
7213,8.0,Beef Products
7214,7.85,Beef Products
7215,9.73,Beef Products
7216,9.64,Beef Products
7217,10.23,Beef Products
7218,7.07,Beef Products
7219,7.13,Beef Products
7220,7.04,Beef Products
7221,9.24,Beef Products
7222,9.22,Beef Products
7223,9.28,Beef Products
7224,8.91,Beef Products
7225,8.93,Beef Products
7226,9.07,Beef Products
7227,6.65,Beef Products
7228,7.02,Beef Products
7229,5.89,Beef Products
7230,8.68,Beef Products
7231,8.63,Beef Products
7232,8.78,Beef Products
7233,7.26,Beef Products
7234,7.3,Beef Products
7235,7.36,Beef Products
7236,6.14,Beef Products
7237,6.2,Beef Products
7238,6.97,Beef Products
7239,7.05,Beef Products
7240,4.89,Beef Products
7241,4.77,Beef Products
7242,5.07,Beef Products
7243,5.67,Beef Products
7244,5.63,Beef Products
7245,5.72,Beef Products
7246,6.0,Beef Products
7247,6.0,Beef Products
7248,6.01,Beef Products
7249,7.09,Beef Products
7250,7.12,Beef Products
7251,7.05,Beef Products
7252,8.24,Beef Products
7253,6.26,Beef Products
7254,8.14,Beef Products
7255,6.25,Beef Products
7256,8.49,Beef Products
7257,6.44,Beef Products
7258,7.17,Beef Products
7259,4.95,Beef Products
7260,7.12,Beef Products
7261,4.74,Beef Products
7262,7.38,Beef Products
7263,5.36,Beef Products
7264,7.0,Beef Products
7265,5.67,Beef Products
7266,6.97,Beef Products
7267,5.63,Beef Products
7268,7.05,Beef Products
7269,5.72,Beef Products
7270,6.1,Beef Products
7271,4.59,Beef Products
7272,6.08,Beef Products
7273,4.48,Beef Products
7274,6.13,Beef Products
7275,4.75,Beef Products
7276,5.07,Beef Products
7277,5.03,Beef Products
7278,5.05,Beef Products
7279,5.33,Beef Products
7280,5.39,Beef Products
7281,5.35,Beef Products
7282,4.12,Beef Products
7283,4.04,Beef Products
7284,4.24,Beef Products
7285,5.84,Beef Products
7286,6.03,Beef Products
7287,5.91,Beef Products
7288,6.09,Beef Products
7289,6.09,Beef Products
7290,6.09,Beef Products
7291,4.78,Beef Products
7292,4.71,Beef Products
7293,4.88,Beef Products
7294,8.06,Beef Products
7295,7.95,Beef Products
7296,8.33,Beef Products
7297,5.99,Beef Products
7298,5.97,Beef Products
7299,6.2,Beef Products
7300,6.19,Beef Products
7301,7.01,Beef Products
7302,6.97,Beef Products
7303,7.2,Beef Products
7304,4.72,Beef Products
7305,4.51,Beef Products
7306,5.13,Beef Products
7307,6.34,Beef Products
7308,6.23,Beef Products
7309,6.5,Beef Products
7310,4.96,Beef Products
7311,4.86,Beef Products
7312,5.13,Beef Products
7313,5.3,Beef Products
7314,5.19,Beef Products
7315,5.46,Beef Products
7316,3.85,Beef Products
7317,3.76,Beef Products
7318,4.0,Beef Products
7319,7.11,Beef Products
7320,5.19,Beef Products
7321,5.61,Beef Products
7322,5.65,Beef Products
7323,5.41,Beef Products
7324,5.3,Beef Products
7325,4.82,Beef Products
7326,5.57,Beef Products
7327,5.69,Beef Products
7328,5.64,Beef Products
7329,5.67,Beef Products
7330,5.61,Beef Products
7331,5.6,Beef Products
7332,5.52,Beef Products
7333,5.76,Beef Products
7334,5.28,Beef Products
7335,5.76,Beef Products
7336,7.44,Beef Products
7337,7.41,Beef Products
7338,8.62,Beef Products
7339,7.07,Beef Products
7340,8.17,Beef Products
7341,5.2,Beef Products
7342,5.78,Beef Products
7343,5.29,Beef Products
7344,5.28,Beef Products
7345,6.1,Beef Products
7346,9.71,Beef Products
7347,9.67,Beef Products
7348,9.99,Beef Products
7349,7.79,Beef Products
7350,7.8,Beef Products
7351,8.42,Beef Products
7352,7.21,Beef Products
7353,7.19,Beef Products
7354,11.04,Beef Products
7355,7.0,Beef Products
7356,6.81,Beef Products
7357,10.73,Beef Products
7358,9.99,Beef Products
7359,10.21,Beef Products
7360,9.88,Beef Products
7361,7.12,Beef Products
7362,7.09,Beef Products
7363,7.82,Beef Products
7364,10.42,Beef Products
7365,10.21,Beef Products
7366,10.9,Beef Products
7367,10.42,Beef Products
7368,10.39,Beef Products
7369,10.65,Beef Products
7370,7.87,Beef Products
7371,7.87,Beef Products
7372,8.5,Beef Products
7404,3.68,Beef Products
7405,3.76,Beef Products
7406,3.52,Beef Products
7407,3.67,Beef Products
7408,3.75,Beef Products
7409,3.52,Beef Products
7410,3.4,Beef Products
7411,3.41,Beef Products
7412,3.36,Beef Products
7413,3.39,Beef Products
7414,3.41,Beef Products
7415,3.36,Beef Products
7416,3.2,Beef Products
7417,3.21,Beef Products
7418,3.32,Beef Products
7419,3.57,Beef Products
7420,3.62,Beef Products
7421,3.52,Beef Products
7422,3.22,Beef Products
7423,3.22,Beef Products
7424,3.33,Beef Products
7425,4.16,Beef Products
7426,4.42,Beef Products
7427,3.68,Beef Products
7428,4.54,Beef Products
7429,4.63,Beef Products
7430,4.34,Beef Products
7431,4.41,Beef Products
7432,4.43,Beef Products
7433,4.36,Beef Products
7434,3.7,Beef Products
7435,3.78,Beef Products
7436,3.54,Beef Products
7437,3.7,Beef Products
7438,3.78,Beef Products
7439,3.54,Beef Products
7440,3.42,Beef Products
7441,3.43,Beef Products
7442,3.38,Beef Products
7443,3.42,Beef Products
7444,3.43,Beef Products
7445,3.38,Beef Products
7446,3.26,Beef Products
7447,3.27,Beef Products
7448,3.37,Beef Products
7449,3.72,Beef Products
7450,3.79,Beef Products
7451,3.64,Beef Products
7452,3.26,Beef Products
7453,3.27,Beef Products
7454,3.37,Beef Products
7455,4.19,Beef Products
7456,4.46,Beef Products
7457,3.7,Beef Products
7458,4.57,Beef Products
7459,4.67,Beef Products
7460,4.37,Beef Products
7461,4.44,Beef Products
7462,4.46,Beef Products
7463,4.39,Beef Products
7464,3.64,Beef Products
7465,3.79,Beef Products
7466,3.72,Beef Products
7467,3.24,Beef Products
7468,3.29,Beef Products
7469,4.1,Beef Products
7470,4.31,Beef Products
7471,4.16,Beef Products
7472,4.66,Beef Products
7473,4.83,Beef Products
7474,4.71,Beef Products
7475,3.35,Beef Products
7476,6.38,Beef Products
7477,3.63,Beef Products
7478,5.76,Beef Products
7479,3.64,Beef Products
7480,5.16,Beef Products
7481,2.66,Beef Products
7482,4.84,Beef Products
7483,7.81,Beef Products
7484,4.99,Beef Products
7485,3.66,Beef Products
7486,3.95,Beef Products
7487,2.78,Beef Products
7488,6.89,Beef Products
7489,4.33,Beef Products
7490,4.54,Beef Products
7491,5.44,Beef Products
7492,2.79,Beef Products
7493,1.51,Beef Products
7494,6.15,Beef Products
7495,3.86,Beef Products
7496,2.93,Beef Products
7497,1.88,Beef Products
